Match_addr,X,Y,School_Nam,ESD,SD,County,School_Typ,School_T_1,ODE_Instit,Address,City_1,State,Site_Zipco,Site_Zip_1,Mail_Addre,Mail_City,Mail_State,Mail_Zipco,Mail_Zip_1,Phone_1,Phone_Fax,Email,Website,Participation2017,Participation2018,2017 Provider,Provider2018,2017 Grade,Grade 2018,2017 Students,Sudents 2018,2017 Days,Days 2018,Nights 2017,Nights 2018,2017 Actual Funds Per Student,2018 Actual Funds Per Student,2017 Total Funds,2018 Total Funds,Senate Districts,House Districts
"1000 Missouri Ave, Vernonia, Oregon, 97064",-123.1790519,45.85947414,Vernonia Middle School,Northwest Regional,Vernonia SD 47J,Columbia,Middle,Regular School,4396,1000 Missouri Ave,Vernonia,OR,97064,0,1000 Missouri Ave,Vernonia,OR,97064,0,503-429-1333,503-429-0588,nunderwood@vernonia.k12.or.us,http://www.vernonia.k12.or.us,1,Yes,Cedar Ridge Conference Center, ,6th,6th,32,50,4,5,3,4,192.63,223.66,6164.16,11183,State Senate District 16,State House District 31
"34555 Berg Rd, Warren, Oregon, 97053",-122.8558556,45.81272557,Warren Elementary School,Northwest Regional,Scappoose SD 1J,Columbia,Elementary,Regular School,160,34555 Berg Rd,Warren,OR,97053,9699,34555 Berg Rd,Warren,OR,97053,9699,503-397-2959,503-397-7860,llamarsh@scappoose.k12.or.us,http://www.scappoose.k12.or.us/taxonomy/term/31,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 16,State House District 31
"500 S I St, Lakeview, Oregon, 97630",-120.3501977,42.18340323,A.D. Hay Elementary School,Lake,Lake County SD 7,Lake,Elementary,Regular School,490,500 S  I  St,Lakeview,OR,97630,1642,500 S  I  St,Lakeview,OR,97630,1642,541-947-2136,541-407-1123,warners@lakeview.k12.or.us,http://www.lakeview.k12.or.us/schools/ad_hay_fremont.php,1,Yes,A.D. Hay Elementary, ,6th,6th,60,51,3,3,2,2,108.86,198.08,6531.6,10102.08,State Senate District 28,State House District 56
"31610 Mission St, Bonanza, Oregon, 97623",-121.4062923,42.19953961,Bonanza Elementary School,Southern OR,Klamath County SD,Klamath,Combined,Regular School,467,31610 Mission St,Bonanza,OR,97623,0,PO Box 128,Bonanza,OR,97623,128,541-545-6581,541-545-1719,ochoaa@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Camp Gray: Outdoor School,Klamath Outdoor Science School,6th,6th,34,31,3,4,2,3,181.09,303.91,6157.06,9421.21,State Senate District 28,State House District 56
"220 S H St, Lakeview, Oregon, 97630",-120.3484226,42.1868918,Daly Middle School,Lake,Lake County SD 7,Lake,Middle,Regular School,491,220 S  H  St,Lakeview,OR,97630,1858,220 S  H  St,Lakeview,OR,97630,1858,541-947-2257,541-947-3506,procks@lakeview.k12.or.us,http://www.lakeview.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 28,State House District 56
"2901 Homedale Rd, Klamath Falls, Oregon, 97603",-121.7226626,42.20001273,Ferguson Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,470,2901 Homedale Rd,Klamath Falls,OR,97603,6898,2901 Homedale Rd,Klamath Falls,OR,97603,6898,541-883-5036,541-885-3357,fritzk@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Westwind Outdoor School, ,6th,6th,52,48,4,4,3,3,280.96,328.59,14609.92,15772.32,State Senate District 28,State House District 56
"8205 OR-39, Klamath Falls, Oregon, 97603",-121.6981826,42.15166498,Henley Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,473,8205 Hwy 39,Klamath Falls,OR,97603,9788,8205 Hwy 39,Klamath Falls,OR,97603,9788,541-883-5038,541-885-3356,prestonj@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Westwind Outdoor School, ,6th,6th,83,73,4,4,3,3,274.36,312.35,22771.88,22801.55,State Senate District 28,State House District 56
"7925 OR-39, Klamath Falls, Oregon, 97603",-121.6981601,42.15379929,Henley Middle School,Southern OR,Klamath County SD,Klamath,Junior High,Regular School,481,7925 Hwy 39,Klamath Falls,OR,97603,9799,7925 Hwy 39,Klamath Falls,OR,97603,9799,541-883-5050,541-883-5012,creedk@kcsd.k12.or.us,http://www.kcsd.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 28,State House District 56
"1700 California Ave, Klamath Falls, Oregon, 97601",-121.7960856,42.23579013,Joseph Conger Elementary School,Southern OR,Klamath Falls City Schools,Klamath,Elementary,Regular School,459,1700 California,Klamath Falls,OR,97601,2099,1700 California,Klamath Falls,OR,97601,2099,541-883-4772,541-883-4752,bainbridgej@kfalls.k12.or.us,http://www.kfalls.k12.or.us/Schools/conger.asp,1,Yes,KLAMATH OUTDOOR SCIENCE SCHOOLS, ,5th,5th,58,48,3,4,2,3,191.97,346.52,11134.26,16632.96,State Senate District 28,State House District 56
"11110 Keno Worden Rd, Keno, Oregon, 97627",-121.9311391,42.12455289,Keno Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,474,11110 Keno-Worden Rd,Keno,OR,97627,0,PO Box 180,Keno,OR,97627,180,541-883-5055,541-883-5028,steinerc@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Camp Gray: Outdoor School, ,6th,6th,18,18,4,4,3,3,268.28,326.61,4829.04,5878.98,State Senate District 28,State House District 56
"2153 3rd St, Malin, Oregon, 97632",-121.4111583,42.01053085,Malin Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,475,2153 Third St,Malin,OR,97632,0,PO Box 25,Malin,OR,97632,25,541-723-2261,541-723-2184,ongmanl@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Camp Gray: Outdoor School, ,6th,6th,21,17,3,3,2,2,185.04,308.9,3885.84,5251.3,State Senate District 28,State House District 56
"406 W 2nd St, Merrill, Oregon, 97633",-121.6040123,42.02590833,Merrill Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,476,406 W Second St,Merrill,OR,97633,0,PO Box 468,Merrill,OR,97633,468,541-798-5723,541-798-5814,ongmanl@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Camp Gray: Outdoor School, ,6th,6th,22,20,4,4,3,3,180.92,322.86,3980.24,6457.2,State Senate District 28,State House District 56
"520 E Main St, Klamath Falls, Oregon, 97601",-121.7652557,42.22442764,Mills Elementary School,Southern OR,Klamath Falls City Schools,Klamath,Elementary,Regular School,461,520 E Main St,Klamath Falls,OR,97601,3236,520 E Main St,Klamath Falls,OR,97601,3236,541-883-4754,541-883-4775,bartelsf@kfalls.k12.or.us,http://www.kfalls.k12.or.us/Schools/mills.asp,1,Yes,<Null>, ,5th,5th,47,53,5,3,4,2,292.1,402.16,13728.7,21314.48,State Senate District 28,State House District 56
"501 McLean St, Klamath Falls, Oregon, 97601",-121.8041103,42.24917746,Pelican Elementary School,Southern OR,Klamath Falls City Schools,Klamath,Elementary,Regular School,462,501 McLean St,Klamath Falls,OR,97601,1399,501 McLean St,Klamath Falls,OR,97601,1399,541-883-4765,541-883-4729,swant@kfalls.k12.or.us,http://www.kfalls.k12.or.us/Schools/pelican.asp,1,Yes,KLAMATH OUTDOOR SCIENCE SCHOOLS, ,5th,5th,40,41,4,4,3,3,269.28,361.69,10771.2,14829.29,State Senate District 28,State House District 56
"4856 Clinton Ave, Klamath Falls, Oregon, 97603",-121.7289623,42.19034016,Peterson Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,477,4856 Clinton Ave,Klamath Falls,OR,97603,7499,4856 Clinton Ave,Klamath Falls,OR,97603,7499,541-883-5058,541-883-6679,hawkinsj@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Westwind Outdoor School, ,6th,6th,55,84,4,4,3,3,279.32,311.59,15362.6,26173.56,State Senate District 28,State House District 56
"2554 Main St, Klamath Falls, Oregon, 97601",-121.7602595,42.22842252,Ponderosa Middle School,Southern OR,Klamath Falls City Schools,Klamath,Middle,Regular School,463,2554 Main St,Klamath Falls,OR,97601,2798,2554 Main St,Klamath Falls,OR,97601,2798,541-883-4740,541-885-4286,MonteithD@kfalls.k12.or.us,http://www.kfalls.k12.or.us/Schools/pjhs.asp,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 28,State House District 56
"1125 N Eldorado Ave, Klamath Falls, Oregon, 97601",-121.7761396,42.23808581,Roosevelt Elementary School,Southern OR,Klamath Falls City Schools,Klamath,Elementary,Regular School,465,1125 Eldorado St,Klamath Falls,OR,97601,1850,1125 Eldorado St,Klamath Falls,OR,97601,1850,541-883-4750,541-883-4728,kriegerr@kfalls.k12.or.us,http://www.kfalls.k12.or.us/Schools/roosevelt.asp,1,Yes,KLAMATH OUTDOOR SCIENCE SCHOOLS, ,5th,5th,53,57,4,4,3,3,271.76,302.82,14403.28,17260.74,State Senate District 28,State House District 56
"1951 Madison St, Klamath Falls, Oregon, 97603",-121.7177166,42.21089687,Shasta Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,478,1951 Madison St,Klamath Falls,OR,97603,5191,1951 Madison St,Klamath Falls,OR,97603,5191,541-883-5060,541-850-3811,wehrd@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Camp Gray: Outdoor School, ,6th,6th,68,56,4,4,3,3,169.62,293.46,11534.16,16433.76,State Senate District 28,State House District 56
"3641 Crest St, Klamath Falls, Oregon, 97603",-121.7425229,42.19338018,Stearns Elementary School,Southern OR,Klamath County SD,Klamath,Elementary,Regular School,479,3641 Crest St,Klamath Falls,OR,97603,7399,3641 Crest St,Klamath Falls,OR,97603,7399,541-883-5063,541-883-4542,clarkb@kcsd.k12.or.us,http://www.kcsd.k12.or.us,1,Yes,Camp Gray: Outdoor School, ,6th,6th,34,43,3,4,2,3,191.43,321.76,6508.62,13835.68,State Senate District 28,State House District 56
"92398 Water Users Ln, Lakeview, Oregon, 97630",-120.4994843,42.1133128,Union Elementary School,Lake,Lake County SD 7,Lake,Elementary,Regular School,489,92398 Water Users Ln,Lakeview,OR,97630,8016,92398 Water Users Ln,Lakeview,OR,97630,8016,541-947-2553,541-947-2445,warners@lakeview.k12.or.us,http://www.lakeview.k12.or.us/schools/union_school.php,0,No,Union Elementary, ,6th, ,7,0,3,0,2,0,86.61,0,606.27,0,State Senate District 28,State House District 56
"1360 N 16th St, Monmouth, Oregon, 97361",-123.2115629,44.8611152,Ash Creek Elementary School,Willamette,Central SD 13J,Polk,Elementary,Regular School,3464,1360 N 16th St,Monmouth,OR,97361,9801,1360 N 16th St,Monmouth,OR,97361,9801,503-606-9016,503-606-3666,CHarlow@central.k12.or.us,http://www.central.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"2623 Doaks Ferry Rd NW, Salem, Oregon, 97304",-123.0773035,44.97253051,Brush College Elementary School,Willamette,Salem-Keizer SD 24J,Polk,Elementary,Regular School,731,2623 Doaks Ferry Rd NW,Salem,OR,97304,1318,2623 Doaks Ferry Rd NW,Salem,OR,97304,1318,503-399-3132,503-391-4077,gemmil_artonya@salkeiz.k12.or.us,http://brushcollege.salemkeizer.net/,1,Yes,Canyonview Camp,Camp Tapawingo,5th,5th,41,42,3,3,2,2,123.66,137.45,5070.06,5772.9,State Senate District 10,State House District 20
"1500 Doaks Ferry Rd NW, Salem, Oregon, 97304",-123.076732,44.95575644,Chapman Hill Elementary School,Willamette,Salem-Keizer SD 24J,Polk,Elementary,Regular School,1244,1500 Doaks Ferry Rd NW,Salem,OR,97304,2457,1500 Doaks Ferry Rd NW,Salem,OR,97304,2457,503-399-3195,503-375-7846,harms_rachael@salkeiz.k12.or.us,http://chapmanhill.salemkeizer.net/,1,Yes,Canyonview Camp,Canyonview Camp,5th,5th,95,70,3,3,2,2,119,205.61,11305,14392.7,State Senate District 10,State House District 20
"2112 Linwood St NW, Salem, Oregon, 97304",-123.0634302,44.96450631,Harritt Elementary School,Willamette,Salem-Keizer SD 24J,Polk,Elementary,Regular School,4068,2112 Linwood St NW,Salem,OR,97304,2134,2112 Linwood St NW,Salem,OR,97304,2134,503-399-3457,503-361-2173,myers_paul@salkeiz.k12.or.us,http://harritt.salemkeizer.net/,1,Yes,Canyonview Camp,Canyonview Camp,5th,5th,84,81,3,3,2,2,119.93,214.26,10074.12,17355.06,State Senate District 10,State House District 20
"150 S 4th St, Independence, Oregon, 97351",-123.1889775,44.85258099,Independence Elementary School,Willamette,Central SD 13J,Polk,Elementary,Regular School,998,150 S 4th St,Independence,OR,97351,2099,150 S 4th St,Independence,OR,97351,2099,503-838-1322,503-838-6980,sensminger@central.k12.or.us,http://www.central.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"4512 Jones Rd SE, Salem, Oregon, 97302",-123.0450268,44.88921787,Judson Middle School,Willamette,Salem-Keizer SD 24J,Marion,Middle,Regular School,765,4512 Jones Rd S,Salem,OR,97302,4828,4512 Jones Rd S,Salem,OR,97302,4828,503-399-3201,503-391-4041,kruska_alicia@salkeiz.k12.or.us,http://judson.salkeiz.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"2085 Wilmington Av NW, Salem, Oregon, 97304",-123.0751062,44.96465211,Kalapuya Elementary School,Willamette,Salem-Keizer SD 24J,Polk,Elementary,Regular School,4858,2085 Wilmington Ave NW,Salem,OR,97304,0,2085 Wilmington Ave NW,Salem,OR,97304,0,503-399-2110,503-399-2112,neitzel_jennifer@salkeiz.k12.or.us,http://kalapuya.salemkeizer.net/,1,Yes,Canyonview Camp, ,5th,5th,112,122,3,3,2,2,120.37,200.29,13481.44,24435.38,State Senate District 10,State House District 20
"4871 Liberty Rd S, Salem, Oregon, 97306",-123.0614595,44.88719385,Liberty Elementary School,Willamette,Salem-Keizer SD 24J,Marion,Elementary,Regular School,749,4871 Liberty Rd S,Salem,OR,97306,2418,4871 Liberty Rd S,Salem,OR,97306,2418,503-399-3165,503-391-4185,aguilar-nelson_lizi@salkeiz.k12.or.us,http://liberty.salemkeizer.net/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"958 Church St E, Monmouth, Oregon, 97361",-123.224641,44.85192746,Monmouth Elementary School,Willamette,Central SD 13J,Polk,Elementary,Regular School,999,958 E Church St,Monmouth,OR,97361,1699,958 E Church St,Monmouth,OR,97361,1699,503-838-1433,503-606-9797,kseidel@central.k12.or.us,http://www.central.k12.or.us,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"2160 Jewel St NW, Salem, Oregon, 97304",-123.0770355,44.94594911,Myers Elementary School,Willamette,Salem-Keizer SD 24J,Polk,Elementary,Regular School,754,2160 Jewel St NW,Salem,OR,97304,3647,2160 Jewel St NW,Salem,OR,97304,3647,503-399-3175,503-391-4094,deMeurers_alan@salkeiz.k12.or.us,http://myers.salkeiz.k12.or.us/,1,Yes,Canyonview Camp, ,5th,5th,88,101,3,3,3,2,86.3,210.25,7594.4,21235.25,State Senate District 10,State House District 20
"3495 Liberty Rd S, Salem, Oregon, 97302",-123.0506487,44.90526884,Salem Heights Elementary School,Willamette,Salem-Keizer SD 24J,Marion,Elementary,Regular School,759,3495 Liberty Rd S,Salem,OR,97302,4606,3495 Liberty Rd S,Salem,OR,97302,4606,503-399-3187,503-391-4036,theis_sarah@salkeiz.k12.or.us,http://salemheights.salemkeizer.net/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"4875 Justice Wy S, Salem, Oregon, 97302",-123.073653,44.88590409,Schirle Elementary School,Willamette,Salem-Keizer SD 24J,Marion,Elementary,Regular School,760,4875 Justice Way S,Salem,OR,97302,2226,4875 Justice Way S,Salem,OR,97302,2226,503-399-3277,503-391-4087,gertenrich_clinton@salkeiz.k12.or.us,http://schirle.salemkeizer.net/,0,Yes, , , ,5th,0,78,0,3,0,2,0,218.15,0,17015.7,State Senate District 10,State House District 20
"1920 Wilmington Av NW, Salem, Oregon, 97304",-123.0759219,44.96212949,Straub Middle School,Willamette,Salem-Keizer SD 24J,Polk,Middle,Regular School,4859,1920 Wilmington Ave NW,Salem,OR,97304,0,1920 Wilmington Ave NW,Salem,OR,97304,0,503-399-2030,503-399-2032,perez_laura@salkeiz.k12.or.us,http://straub.salkeiz.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"51 S 16th St, Independence, Oregon, 97351",-123.2117325,44.85537091,Talmadge Middle School,Willamette,Central SD 13J,Polk,Middle,Regular School,1001,51 16th Street,Independence,OR,97351,1099,51 16th Street,Independence,OR,97351,1099,503-606-2252,503-606-2436,plabounty@central.k12.or.us,http://www.central.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"1075 8th St NW, Salem, Oregon, 97304",-123.0594318,44.94733921,Walker Middle School,Willamette,Salem-Keizer SD 24J,Polk,Middle,Regular School,769,1075 8th St NW,Salem,OR,97304,3704,1075 8th St NW,Salem,OR,97304,3704,503-399-3220,503-399-5540,weldon_bridget@salkeiz.k12.or.us,http://walker.salkeiz.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 10,State House District 20
"4060 Lone Oak Rd SE, Salem, Oregon, 97302",-123.0479466,44.89610562,Wright Elementary School,Willamette,Salem-Keizer SD 24J,Marion,Elementary,Regular School,737,4060 Lone Oak Rd SE,Salem,OR,97302,5748,4060 Lone Oak Rd SE,Salem,OR,97302,5748,503-399-3198,503-391-4090,cole_greg@salkeiz.k12.or.us,http://wright.salemkeizer.net/,0,Yes, ,Twin Rocks, ,5th,0,74,0,3,0,2,0,1.27,0,93.98,State Senate District 10,State House District 20
"17200 SE Alder St, Portland, Oregon, 97233",-122.4856854,45.51764796,Alder Elementary School,Multnomah,Reynolds SD 7,Multnomah,Elementary,Regular School,943,17200 SE Alder St,Portland,OR,97233,4260,17200 SE Alder St,Portland,OR,97233,4260,503-255-4673,503-252-5989,rstewart@rsd7.net,http://www.reynolds.k12.or.us/alder,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 25,State House District 50
"2789 SW Butler Rd, Gresham, Oregon, 97080",-122.458622,45.47283399,Butler Creek Elementary School,Multnomah,Centennial SD 28J,Multnomah,Elementary,Regular School,3649,2789 SW Butler Rd,Gresham,OR,97080,8477,2789 SW Butler Rd,Gresham,OR,97080,8477,503-762-6100,503-762-6110,james.owens@centennial.k12.or.us,http://www.edline.net/pages/Butler_Creek_Elementary,0,Yes, , , ,6th,0,60,0,6,0,5,0,472.25,0,28335,State Senate District 25,State House District 50
"17650 SE Brooklyn St, Portland, Oregon, 97236",-122.479332,45.50111751,Centennial Middle School,Multnomah,Centennial SD 28J,Multnomah,Middle,Regular School,960,17650 SE Brooklyn St,Portland,OR,97236,1045,17650 SE Brooklyn St,Portland,OR,97236,1045,503-762-3206,503-762-3236,rise_hawley@centennial.k12.or.us,http://www.edline.net/pages/Centennial_MiddleSchool,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 25,State House District 50
"1400 SE 5th St, Gresham, Oregon, 97080",-122.4177447,45.49396246,Dexter McCarty Middle School,Multnomah,Gresham-Barlow SD 10J,Multnomah,Middle,Regular School,932,1400 SE 5th St,Gresham,OR,97080,8198,1400 SE 5th St,Gresham,OR,97080,8198,503-665-0148,503-669-1892,george10@gresham.k12.or.us,http://mccarty.gresham.k12.or.us/,1,Yes,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu", ,6th,6th,141,151,3,3,2,2,228.31,520.89,32191.71,78654.39,State Senate District 25,State House District 50
"900 SE 5th St, Gresham, Oregon, 97080",-122.42099,45.49313898,East Gresham Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,Elementary,Regular School,933,900 SE 5th St,Gresham,OR,97080,8199,900 SE 5th St,Gresham,OR,97080,8199,503-661-6050,503-665-4131,miles16@gresham.k12.or.us,http://eggs.gresham.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 25,State House District 50
"3625 SE Powell Valley Rd, Gresham, Oregon, 97080",-122.396328,45.49264102,Gordon Russell Middle School,Multnomah,Gresham-Barlow SD 10J,Multnomah,Middle,Regular School,934,3625 SE Powell Valley Rd,Gresham,OR,97080,1614,3625 SE Powell Valley Rd,Gresham,OR,97080,1614,503-667-6900,503-492-6708,hayden5@gresham.k12.or.us,http://russell.gresham.k12.or.us/,1,Yes,"Angelos/SR, Arrah Wanna, Canby Grove, Howard, Namanu", ,6th,6th,237,273,3,6,2,5,287.85,511.53,68220.45,139647.69,State Senate District 25,State House District 50
"1770 SE Fleming Ave, Gresham, Oregon, 97080",-122.4081125,45.48450701,Hogan Cedars Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,Elementary,Regular School,3543,1770 SE Fleming Ave,Gresham,OR,97080,6397,1770 SE Fleming Ave,Gresham,OR,97080,6397,503-261-4500,503-674-6401,luckenbaugh@gresham.k12.or.us,http://hcweb.gresham.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 25,State House District 50
"505 SW Birdsdale Dr, Gresham, Oregon, 97080",-122.4535527,45.49328014,Hollydale Elementary School,Multnomah,Gresham-Barlow SD 10J,Multnomah,Elementary,Regular School,937,505 SW Birdsdale Ave,Gresham,OR,97080,6799,505 SW Birdsdale Ave,Gresham,OR,97080,6799,503-661-6226,503-492-6718,james@gresham.k12.or.us,http://hollydale.gresham.k12.or.us/,0,No, , , , ,0,0,0,0,0,0,0,0,0,0,State Senate District 25,State House District 50
"18201 SE Stark St, Portland, Oregon, 97233",-122.475893,45.51954001,KNOVA Reynolds Public Charter School,Multnomah,Reynolds SD 7,Multnomah,Combined,Charter,4822,18201 SE Stark St,Portland,OR,97233,0,18201 SE Stark St,Portland,OR,97233,0,503-907-1023,503-907-1024,rmartinian@knovalearning.org,http://knovalearning.com/,1,No,Arrah Wanna, ,6th, ,26,0,4,0,3,0,318,0,8268,0,State Senate District 25,State House District 50
